"estdepartureairport","estarrivalairport","flights"
EPKK,EDDH,3
KSRQ,KDCA,1
KDAL,KTHV,1
KLAS,KSAF,2
KDEN,KHOU,43
EHAM,EGGW,51
EGCC,LGIR,15
EDDM,LFMY,10
LHBP,LIRA,7
"41XS","22OK",1
KIWA,KGBN,2
KCOS,CO12,5
LIEA,LIMN,17
VHHH,WMKK,76
KRNO,KPDX,18
KBOS,FD83,16
K2W6,"2VG8",3
KORD,KATW,52
KLAS,KAJO,4
KLAX,KCLE,16
EHAM,SBGR,7
LPFR,EBTY,3
KIAD,KCMH,10
KCMH,"71MI",3
UUEE,LPPT,7
KABQ,KPHX,75
KORD,KSNA,48
EPKK,EGSS,20
VIDP,RKSI,8
KSAC,KSAC,102
KTPA,"4IL3",3
WV21,KFDK,10
KFTY,KTEB,3
OTHH,LTBA,2
"78MI",KEWR,18
KHOU,KSJC,8
EFHK,EBMB,12
EIDW,LFPB,5
KADS,"86TE",2
RJBB,RJTK,23
"4II2","9IL7",1
AZ46,KPRC,3
KORD,CD14,25
KROC,KCLT,3
KFLL,KMCO,16
YSLT,YMES,36
KBOS,KPSM,8
KGRR,"0WI5",3
LSZH,LYBT,16
KSEA,KAKH,10
KSMO,KL65,2
KBFI,KSJC,11
EICK,EIWT,1
KOXR,KOXR,21
"4NJ8",KSMQ,12
KAUS,K84R,8
KPHX,KSAF,11
KRAL,KMYF,6
KFME,KFME,18
EGPF,KSEA,2
RCTP,KLAX,35
OMAA,OMAA,16
KJFK,KSJC,21
VTBS,YMML,13
KHOU,KBOS,15
LPPT,LIPE,6
"71MI",KBNA,7
KDAL,KTEB,13
KPHL,K4B8,12
CYUL,LFPO,6
EGGP,LFPG,8
LIRF,EGGD,5
EGGP,LEBL,16
LIPH,LFBD,3
CO07,"9CO2",1
LFNR,EHAM,12
CA71,KTCY,1
OR72,"6OR7",1
KCEW,"18FD",1
KPOC,KLGB,6
KPDX,KU42,7
"3OH0","4GA6",2
LPAR,LFPO,17
KONZ,KBUF,3
EDJA,LLBG,4
KPYM,"1MA5",1
"7OH2",KPTK,2
LELH,EGCC,1
KPDX,KO60,10
EHEH,LHKK,1
UKBB,LKVO,11
KIAH,KORL,6
CYUL,CYND,9
EDDS,EDDC,14
KOMH,KOMH,18
KATW,KFCM,2
EPWA,EDDV,6
"2CO3",KAPA,13
"01FL",KBWI,1
LEMG,LFBO,5
LFPO,EGGW,1
FL57,FA64,2
EDAM,EDCT,5
KHEG,FL46,2
KHPN,K3C8,14
LTFJ,LKVO,6
KJST,K29D,1
CYYZ,EGKK,13
EDDW,LSZH,11
KORD,"4NK1",5
KLDJ,KDWH,3
KCID,KORD,1
KHWO,KMDW,2
LFPB,LFMV,5
LKPR,EBCI,8
CYYZ,KSAN,7
KHND,KCRQ,4
K19N,KPHL,2
UUEE,KIAD,1
LSMD,LSZF,3
LL59,LGAV,10
KPAO,CL77,4
EDJA,EFKU,1
NZTU,NZCH,3
KORD,"71KY",20
"71KY",KHHR,5
GA53,"2GE5",1
KGKY,TX31,3
LEBL,OJAM,1
"4WA1",OG30,2
KDCA,KDEN,3
KEDU,KCMA,1
DAAG,GOBD,5
"92CO",KLIC,1
LGIR,EIDW,1
KTEB,KIWS,2
EFHK,KDFW,4
KLDJ,KMWC,1
"8TX7",CT09,1
LGIR,EGNM,4
KMRY,"30OR",1
ENUL,ESSA,9
AL08,KPDK,1
KIXD,KFTW,1
"25GA",KPHX,2
K58M,KTHV,1
KLZU,"4NK1",1
KCBF,KATL,1
OTHH,RJAA,2
LFMK,EGSS,7
EGLL,EINN,21
KLVK,KDVO,2
KVDF,KECP,1
KU42,KDWH,18
EHAM,UKBB,14
K5I4,"2II6",1
KORD,KAFN,4
KN14,KN14,38
EDFL,EDFC,2
EKCH,EKGL,1
SBVT,SBCO,1
KTYQ,KN57,1
KTYS,KPIE,4
LMML,EDDT,2
EDDS,EGKK,7
KHFY,KMTO,1
"6WI2","6FD7",1
FABA,FAVV,2
KJYO,KSMQ,2
KOPF,"60CO",2
FAKT,FAWB,1
KIXD,"11MU",2
KCLE,KJFK,20
KBVO,K9X1,3
KSJC,KOAK,6
EGGW,LEMG,11
LFBE,EHRD,5
EYVP,EDCT,3
KF69,KDTO,1
KJFK,NY28,1
KIAD,"2CO3",1
"7MI3","71MI",2
KRBD,KMYF,1
KPWK,KPDK,3
KMSP,KOPF,2
EPKK,EGCC,10
"0IL8",KDKB,1
VHHH,OMSJ,3
EGSS,EKAH,7
KSNA,CA39,3
KIPJ,KCAE,1
EGNJ,EGYO,2
"1AZ2",KFFZ,2
KAUS,KLDJ,7
LFST,EDFE,2
EBCI,LFME,3
KMCI,UT13,1
YGRL,YMMB,1
"24PA",KDUJ,2
KK39,K1H0,1
KLDJ,VTBS,1
KDAL,"1TX9",1
K24A,"3TN4",1
EGLD,EGJA,4
KFDW,KXNO,1
KGKJ,PA20,1
"1PA3","3PA9",1
KTUS,KHHR,4
EPLL,EPBC,7
EDXW,EDHP,1
LFML,EGCC,3
CYYC,EBLG,1
KSGR,XS89,3
KBNA,KRID,1
KRFD,KDTW,3
EDFM,EDGM,1
SADF,SAAR,2
KWHP,KOXR,5
KMDT,KIND,4
KBWI,"5PN5",14
EFTP,EFJM,1
KMYV,KO52,1
LKMT,LKVO,1
KTEB,PA69,1
"44PA",KPHL,1
KCLT,WI62,2
KPDX,KIND,4
LIEE,EDLV,3
LFPG,"60CO",1
KX60,KHSV,1
KFRG,KMDW,1
KLAX,CO14,3
"85NC",KPDK,1
EDJA,LQPD,2
KLCK,ELLX,1
LIPE,EBCI,7
KCHD,KSNA,1
PN68,"1PA5",1
KLAS,"6CA8",1
"3MD5",KBWI,4
LFAT,LFAT,3
KSNA,"3CA9",6
KORD,OI58,1
KLUK,OA23,1
KCRQ,KOKB,2
KBVS,KOKH,1
KBNA,MA72,1
KDVT,KNUQ,1
KOAK,CYVR,1
KFDK,PA08,1
LEBL,LIPS,1
KCJR,WV22,1
KCPS,"53IL",1
EGTK,EGDW,2
EDJA,EDMB,3
KDTW,GA35,2
LIRF,SBGR,11
"0CD7",KBJC,10
KSUS,KGRE,1
OTHH,LSGG,7
TE88,"77XS",1
ULLI,UAAA,7
KBWI,KWRI,1
EDFM,EDDB,1
KTTN,KCHO,1
KMMU,RI11,1
KFNT,OI85,1
EGLC,LFDF,2
KEWR,KS24,1
KBED,KLAX,2
KHYI,KT82,5
"9XS0","8TX7",1
KMCC,KCCR,1
LOWW,LELL,1
KT31,KGPM,1
KSAN,"60CO",9
NH76,VT31,1
"2MO9",KMKC,1
EPGD,EDCT,2
KPMP,"6FD7",2
LHBP,EGPF,2
KPWT,OR90,1
OMAA,RPLL,8
KPDK,KHWD,1
KBOS,NH16,2
KTKI,GA36,1
"6GA0",TN20,1
KO27,KLHM,1
KOPF,"26GA",1
RKRN,RKSS,2
KRAL,KSAC,2
KCLT,FL12,2
EIDW,LTFE,1
KCMI,KMTO,3
KOAK,KRFD,1
LFLY,LFPB,1
"1OH2",KPCW,1
"22CO","03WA",1
KHXF,KHXF,2
KBUF,KSDF,4
KEWB,KBED,7
MU24,"77MO",1
KDAL,KHXD,1
KYIP,KHPN,3
KEMT,KOAK,1
KS67,"1ID4",5
KI69,KCXY,1
EBAW,LSGT,1
KANE,KENW,1
KLAS,"80PN",1
"0CA8",KRNM,1
KNBJ,KNPA,1
KDTW,"1MI4",2
SBGR,LIMC,5
KSQL,K2O1,1
KALN,KFTT,2
KSTP,KFDK,1
KBOI,KSDF,5
KOOA,KSTL,1
KLVK,"00CL",2
IS78,IS78,1
KDEN,NV13,1
"72IN",IN60,1
LSPG,LSPG,1
KTEB,KBTF,1
KDEN,KSQL,1
KYIP,"2IS9",1
FAOR,LLBG,4
KSAC,KCMA,3
KALN,KCPS,6
KROA,"70VA",1
EGSS,GCLP,2
KGIF,KTPF,1
KSPI,KLAF,1
KSLC,KGEG,1
KSTJ,KPRG,1
KMSN,"9WI4",1
EHGG,LGIR,4
KFLL,KIAD,7
CA84,KMYF,7
KIAD,KSEZ,1
KB16,KPEO,1
IN23,KDFW,1
EGLD,LSZV,1
KIAD,KPSF,1
EDTX,EDQK,1
KVNY,KOKB,1
EGMC,LFPB,1
KMIA,KBKL,2
KOPF,"67GA",1
"1PA6",KAVP,1
LKKL,EGHH,1
"9NC9",KBKL,1
KLDJ,KAKH,1
"61AR","3MN5",1
EFSA,LGSA,1
KJFK,EDDH,1
"68KS","0MO1",1
KGRB,"6MI3",1
EDQR,EDFJ,1
EDTU,EDRI,1
LTBA,FAOR,2
KDEC,K3K6,1
EGGD,EGGD,1
LPCS,LEGE,2
EDQH,EDQR,1
EDTQ,EDRF,1
EDPM,EDPM,4
LPPT,ENGM,4
KTTA,"3IN3",1
EGXG,EGSG,1
KSAN,K61B,1
LEPA,LIMN,10
KTTN,KNEL,2
KORL,KMIA,2
KOBI,KACK,1
EDRL,EDPA,1
CA73,"2CL2",1
EGNR,EGGD,1
EETN,LIMC,2
KOPF,FA44,1
EDDF,LIPQ,3
OR25,WN61,1
KATW,"8FA4",1
KPWK,KEWB,1
"83TA",KADS,2
KMIA,KMCF,1
KADW,KCGS,1
KLDJ,"51GA",1
LGMK,LOWW,2
KLDJ,KDCA,2
OG13,KSQL,1
KLOU,KC29,1
KTQE,KCBF,1
KM71,"2LL3",1
"11TX",KAPA,1
EDQC,EDFE,1
LGMK,OTHH,3
LFPG,LGSR,1
EGLM,EGHP,1
VA16,"6MD4",1
LFIT,LFBR,1
EDGM,EDMG,1
"3VG7",KCJR,2
TX25,XS55,1
KMKE,WI13,1
KISM,KLWC,1
KPMP,KORL,4
LIEE,LIRV,1
YMMB,YARA,1
KDTS,AL69,1
KBFI,WN13,4
EDMY,EDML,1
OK17,KAFW,1
KSEA,"8TX7",1
KC77,IL99,1
KBOS,KMTP,2
KGYR,KE60,1
KNUQ,CA04,1
"67GA",SC82,1
EGPF,LEGE,1
KPYM,CT29,1
KRBL,KMYV,1
KSEA,KHOU,1
KIGX,KPGV,1
YLTV,YMMB,4
KBED,KSJC,1
EGPH,LFLL,2
LOWL,EDTY,1
EDDM,ENBR,1
GA36,KRYY,2
KHOU,KEOS,2
KPHX,KHWD,2
KDCA,KFRG,1
KHPN,"1NY4",1
EGKB,LHTM,1
KFCM,"2PA6",1
KLDJ,"7PS7",1
KAUN,KVGT,1
KFFZ,"0AZ4",5
K1H0,KOLY,1
TS47,KLUD,1
NC72,NC49,1
AL16,"2AL7",1
KMHR,KCIC,1
KAXH,KAXH,4
KJYO,"87VA",1
KVDF,KLAL,3
LKKL,LROP,2
LFRB,LFBO,3
LEZG,LSZM,2
KCUB,"7NC9",1
K29D,KN35,1
KRFD,KIAD,1
"12TS",KNFW,1
KLOU,KEYE,1
KCBF,SN59,1
"59OH",K6I6,1
OR51,KPDX,1
EHMZ,EHSE,1
KIND,KOPF,1
KSER,KEYE,3
"78MI",KCLE,2
KFCM,K12Y,2
KBMG,KVLL,1
KBFI,WN29,1
KC77,KLOT,1
K35D,KPTK,1
"22NC",KRDU,2
KPNE,KCXY,1
OTHH,ULLI,2
KHXD,KSTL,1
LIPO,LIDU,1
KHWD,KOVE,1
KTIX,KX04,1
EGTP,EGTP,11
K63B,"0NK6",1
LSGG,LHKK,1
LIME,LPFR,3
"64CL",KBNG,1
LKBE,LKPM,1
"33MO",MO77,1
MY18,KGRB,1
LIMJ,LLBG,1
EGNH,EGNE,1
EFHK,UUWW,2
KALO,"8IL1",1
SDAM,SBVT,2
"76MI","8MI4",1
KX05,KPIE,2
TN98,"8TN3",1
EGTD,LSZH,1
"5MN0",MN74,1
LFRU,LSGG,1
KMDH,KC15,1
KMCE,KMER,1
LKVO,EBBR,2
EGSH,EGTO,1
LHKD,LHTL,1
"5TX0",KSLR,1
KDEN,"35MN",1
KCLL,KGKY,1
EGLL,LICP,1
EYVP,LIRU,1
EGTD,EGLM,1
FAVP,FAKT,1
FAWB,FASJ,1
EGNT,LMML,3
EGWC,EGBM,1
"2OH7",KI69,2
LSMD,LSMF,1
KEYE,"8II2",1
UKKK,EDDN,1
YYRK,YBLD,5
KMOD,KROC,1
LL53,"59IL",1
EKCH,LIPQ,1
MN77,KMSP,1
"4PN8","42OH",1
SEAS,KATL,1
KVNY,KDVT,1
PA47,KDAA,1
KBTL,"35MI",2
KSAC,KRHV,1
LFLI,LFMA,1
"6XS9","2TX1",1
KBFI,KSKA,1
"14VA",KGAI,1
KSWF,KGRR,1
KCLM,KBFI,1
K9A1,KRYY,1
YPEA,WMSA,1
"00CL",KLVK,1
KEWR,MA72,1
LIEO,LIEE,1
K62D,"1PA5",1
FD83,KDAL,1
KDAL,KROG,2
LGIR,EBBR,5
KSLC,"71MI",2
LL59,LFML,1
KMQY,"9TN9",3
LFPO,LIAT,1
DTTA,LTBW,1
"89NJ","7NY8",1
ESGG,LHTM,2
KU08,KHND,1
KMJX,KCDW,1
"01FA",KPMP,1
LDPL,LIRA,1
LIPO,LIMZ,1
KABE,KSPI,1
ENHS,ENNO,1
KCMA,KPSP,1
KDVT,KFUL,2
EGKK,TTCP,1
EDTY,LOLW,1
LEBL,LFRS,1
LKKB,LKHB,1
KRVS,KFTW,1
"04CL",CL35,1
LFJL,LGIR,1
K7L8,KLAF,1
"68IN",KFRH,1
"72GA",KCMH,1
KLXT,OK49,1
CT85,KFLL,1
KATL,SC82,1
"9TN4","38AR",1
K1V6,KPVU,1
KIAG,CYYZ,1
"68IS",K1C5,1
KSGR,KRBD,1
FAOR,GA92,1
LIEO,LEPA,1
KTTN,KGVQ,1
EHLE,EDTX,1
KIAD,"9IN3",1
EDDG,EDVK,1
YCNK,YTGV,1
KLAS,KNUQ,2
"8NC6",K43A,1
"41AZ",KP19,1
KN03,MD43,1
KFUL,KSEZ,1
KOCF,FL76,1
KTYS,KFOK,1
KSJC,AZ67,2
"83LL",KALN,1
EBBR,LIRU,1
KEVB,KBNA,1
EDQH,EDFR,2
LEGE,EGKK,1
LROP,LIPH,1
KCOS,CO65,1
KRHV,KTRK,1
KD73,"20NC",1
KSFZ,KSIF,1
NZMZ,NZAA,2
KSAF,KPUB,1
EDFM,ETSI,1
CO48,KRDK,1
MU20,SN42,1
KPCM,FL16,1
EHGG,EGSS,1
YSBK,YWCH,1
"46NY",KROC,1
KDAL,"6FD6",1
"27CL",KDFW,2
KESN,"2VA5",1
EBLG,EGCN,1
"70OR",OG44,1
EDSZ,LSZA,1
LL40,K06C,1
KLCK,KSPI,1
KSUS,KRAC,1
"10OH","10OH",1
"8NC1",KIAD,1
"0GA0","2GA0",1
KCNO,KSLI,2
CEN4,CYBW,2
EBCI,LFCR,1
"58FD",KTLH,1
LEJR,LEPA,1
KBOI,"68ID",1
KSNS,KMOD,1
KORH,KORH,1
KTTN,KFLL,2
K6J0,"3PN3",1
KBNA,KBDR,1
SN69,"00KS",1
TN98,NC14,1
EDDS,LIMN,1
KCDW,NJ75,1
LFKF,LMML,1
"6CL8",KAPA,1
EGTK,AL72,1
"02XS",KOAK,1
EGBM,EGNH,1
LFPB,LGPA,1
CYUL,CSG5,1
MU21,K1H0,1
KHND,"9CL4",1
EBMB,EGKK,1
KHPN,KDWH,1
KORL,FL47,1
KX40,"10FA",1
KSNA,KLVK,1
KEWR,"4IL3",2
KFTW,K0F2,1
ESSA,EPGD,2
GA91,GA91,1
EDDL,EHBK,1
KX06,"67FL",1
FD29,"17FL",1
LEMG,EBZU,1
KVDF,KCTY,1
KONT,KOKB,1
GA62,GA73,1
KHSV,"34CO",1
K6A2,KAND,1
KTEB,CHD4,1
LIDT,LZKZ,1
LGIR,ESGG,2
KPTK,"20NY",1
KBOI,KFTG,1
OMSJ,LKVO,2
LHSM,LYBE,1
KMHR,CL36,1
EHGG,EDAZ,1
"82PA",KDFW,1
EDDL,EGKR,2
MI52,"54MI",1
K0G7,KFZY,1
TX15,KT67,1
KFXE,KCOS,1
KAWO,WA96,2
EDDT,LIMJ,2
K3GM,"4MI6",1
"35OR",KLAS,2
"5OR8",KRNO,1
KORL,"9MI2",1
KDTS,KTYS,1
KCHD,KNYL,1
LMML,EFHK,1
LTBA,EHAM,1
EPKW,EPBC,1
KPDX,WN45,1
KFDK,MD09,1
"2WI0","7WI4",1
KRDK,NE88,1
FATA,FABS,1
KDAL,"69TX",1
LEBL,LFKF,1
KL94,KMHV,1
EGGP,KMSP,1
KE60,"1AZ2",1
LIEE,EHAM,1
LIPB,EDMA,1
"5NC3","78TA",1
KCDW,KFMH,2
LFQQ,LDSR,1
KLAS,KMIA,2
LGSM,LIMC,1
KIAG,"9IS9",1
EDDN,EDVK,1
"2IL3",KIRS,1
ESKD,ESVH,1
"60CO",CO12,1
LROP,LIRU,1
GA53,EGSS,1
LFPB,OTBD,1
"56AZ",KDVT,1
AL33,KMVC,1
KFCM,KSTC,1
NV09,K4SD,1
OTHH,GA95,1
KECP,"5FD5",1
LGIR,LZKZ,2
NJ24,KN14,1
KF70,KONT,1
KGXY,KLMO,1
FD26,K33J,1
UUWW,LBSB,1
KROA,VA16,1
LFJL,LFBD,1
KFAM,KSUS,1
YMAV,YLED,1
OLBA,LROP,1
KCPM,KSDM,1
KI54,"57OI",1
PA65,PA68,1
OLBA,EBBR,1
KYKM,"3OR8",1
RKSI,LIAR,1
"50TA","6TX2",1
SBGL,SEQM,1
PA74,"5PS5",1
KBOS,SN59,1
"31FL",FA64,1
"88PA",KLAS,1
IL57,KVNY,1
KOWP,"98OK",1
K06C,KDPA,1
EDAY,EDCL,1
KHEF,KSTL,1
KOAK,XS89,1
KTYQ,TN83,1
"55AZ",KDVT,1
VG29,KFRG,1
ENUL,ENBO,1
KOAK,"4OR0",1
KBJC,"2CD6",1
CYBG,CYTF,1
CZBA,CYHU,1
KBVI,KPJC,1
KSDF,WN92,2
K5W8,KCLT,1
KMGW,KCLT,1
"82LL",KSTL,1
"0PA4",K9D4,1
KTEB,VA12,1
KPIE,KAPA,1
KJVL,KOAK,1
KFWN,KEWR,1
KC73,"9IS5",1
"2OK4","15OK",1
K22N,"8PA8",1
KIND,"9IL7",1
"02II",KENW,1
LFAT,LFBI,1
KLAS,KJFK,68
LFRN,LEBL,4
KBDU,CO07,2
KBOS,KMSS,7
KMCW,KORD,5
VTBS,YPPH,7
KCGS,KCGS,21
KLAX,"4GA6",25
KCHD,AZ05,2
KAPA,KMDW,7
KBWI,KBNA,41
KDCA,KTPA,30
EGPH,EGAC,15
KVNY,KBJC,3
EDMP,EDPK,2
KCLT,"17FA",3
KBVY,KTEB,5
LFHM,LFLP,1
EDDT,EGCC,12
EDDF,ESSA,50
EDDV,LTFJ,6
LEAL,EDDW,3
PANC,KSEA,185
"8NC1",KRDU,4
LEBL,LE85,26
EKCH,EDDF,53
WMKK,WMKK,87
KBDN,KSNA,1
KBNA,KRDU,36
KTEB,"5CT7",2
KOQU,KEWR,3
LEMD,EGKR,4
EGKB,LEBL,2
KSGF,"25GA",11
KSFO,CYYC,29
EDDS,LIME,9
LSGG,ENGM,4
VAJJ,EGLL,7
"84NC",KHPN,1
LKKL,LGIR,7
KBID,MA72,5
EDAV,EDQH,1
KIND,KLGA,41
LEAL,EDDS,2
KCMH,KBUF,1
EDPR,ETSI,1
KMSP,IG07,4
KBWI,KLAX,38
KVGT,K61B,15
LOWW,EDDM,58
LFRS,EKCH,3
YSSY,YMAV,34
KMSN,KDFW,20
KIAH,"1AZ2",15
KTYS,KMSP,5
KPAN,KPHX,11
EFKU,EFHK,28
EBBR,VHHH,5
KABE,"9PA5",3
LIME,EDDH,8
KSTL,"0IN9",12
KAJO,KRAL,11
FL97,KPIE,2
II87,KBMG,2
KDEN,XS89,10
RJTT,KJFK,12
VNKT,VTBD,3
KSNA,KOAK,78
KBOS,KDAL,8
K0J6,K17J,2
KCDC,KSDM,1
RCTP,KRIR,7
LIPD,LIPA,3
EGLF,EDDB,3
EGHH,EIDW,4
ENUL,LFPG,4
"20AZ",KIWA,14
LFRS,DAAG,3
LSGB,LSGL,4
KTEB,KHWO,20
UUEE,ULLP,75
"23CN",KHHR,8
"47AZ","5AZ3",1
"71CL",KCIC,1
LFAV,LFGY,1
LIRF,LIMC,28
EGCC,OMDB,21
NZAA,KDWH,3
KEWR,KAUS,16
LEAL,EBBR,14
KUAO,OR38,2
KDVO,KRNO,5
KN03,"42NY",2
EGKK,EGKK,24
LSGK,EBCI,2
KPAN,AZ90,1
EDAM,LJLJ,5
KSEA,KGEG,26
"88PA",KFTG,2
KPHL,"94FL",1
EDFH,LEGE,1
KCEU,SC24,15
FL84,"51GA",15
LGKO,EDDV,8
KM33,KBNA,7
KHMT,KSEE,6
KDCA,KAGC,19
KCOS,CO18,2
KBOS,KHOU,16
UKBB,OMDB,13
EINN,UKBB,1
KBDN,KOAR,1
KMMU,KPDK,6
KGRR,KIWA,2
KMDT,KCLT,31
KLEB,KFCM,1
KSJT,TE37,2
KSDF,"82IN",1
KATL,"80GA",12
FL00,KMCF,1
KSPI,KSPI,25
LSGG,LEMD,42
UUWW,LIME,7
LKKL,LEBL,7
EDDF,EDCT,44
KISP,KMVY,3
KEYE,"70KY",1
KFUL,KRIV,2
ULLI,UMKK,1
EPLL,EDDM,3
"25GA",KBNA,1
KRDU,KTEB,13
LIEO,LFPG,5
CYUL,K06C,2
"9CO2",KCOS,1
RJBB,ZUCK,16
KSFB,FL97,10
LPFR,EHGG,2
KTEB,PN66,1
EDLW,EYRD,2
EPKK,LKVO,1
EDDH,LIPZ,11
KCKB,KIAD,5
K18A,SC75,2
KMCO,"51GA",45
"3FD4",FA46,1
CYHM,KMSN,1
"93MO",KDFW,2
EDDF,LELL,2
EGKK,KSEA,4
KIAD,OTHH,8
KSTP,KTYQ,1
KPHX,KCGZ,5
KRPJ,KRPJ,2
LSZM,LHBP,12
KBOS,OA16,7
KSUS,KADS,2
KDFW,KORL,15
KFCM,KORD,1
KMCC,CL56,3
KF70,KSDM,2
KMCO,KOPF,34
KMSP,K9X1,8
KMDW,PN37,3
LSZH,EDDW,10
AZ50,K61B,1
LKPR,UKBB,7
FA49,"51FD",1
KBTP,KBTP,4
LGIR,EDDH,13
LIPE,EDDM,28
LGRP,EPKT,11
KRDU,"4GA6",21
YPAD,NZAA,4
K1T7,KHOU,1
KLVK,KVNY,1
EHRD,LTFE,1
KN51,"9PA3",1
KOPF,KATL,1
K4N1,KCDW,3
EGPH,LHTM,2
"9II1","07KY",1
KBFI,K3MY,1
"78MI",NY34,4
KALB,KDAB,1
KPDX,KS21,1
KDAL,"62TX",1
EGCC,EGPH,2
K2W5,TN79,1
KMQY,KOJC,1
KMCI,KSLC,7
KONT,CO14,1
EGKK,KORD,3
RCTP,KJFK,11
EKCH,KEWR,8
KCLT,"60CO",12
CYVR,CKL9,2
"01FA",KPHL,1
SBGL,SWJX,1
EBMB,EDCT,4
"25GA",KTPA,4
K50R,K50R,4
MI47,"36MI",1
EDDL,LELL,3
KLVK,KCRQ,4
LIQN,LIRU,2
"0NK1","4NK2",1
EBOS,EBGB,2
KCLT,LIRF,4
KGPH,SN59,1
KCVG,KLGA,2
EGNH,LFOH,1
EPWR,LIME,1
EDLB,EDDL,1
LIBD,EDLV,2
EPKT,EGSS,6
KDEN,TS53,12
KGPM,KGKY,2
LFCL,LFCL,10
"2CN3",CL33,1
KBNA,CYYZ,14
WBKK,WBSB,19
LEBL,ESKX,1
KPHL,PA92,1
KT67,OK79,1
KLCQ,KSGJ,1
KFTW,"0TX0",2
KVGT,KU77,3
KIAH,KIND,19
KMDW,"1AZ2",3
KSNA,K06C,5
KFFZ,KU08,1
KN53,KN53,16
CSK4,CYHU,1
"3AR2",TE45,1
EDDM,EGGW,8
KCLM,CYYJ,2
EDDF,KOPF,3
KCMA,"97CA",1
KHPN,KATL,1
LEMD,DAAG,11
LPFR,EDDB,4
RCKH,RCSS,3
KMJX,KN87,4
KMPO,"9PA3",1
KGLE,"28TS",1
FL47,"8FL3",1
KO37,KPAO,1
FD83,LL22,1
CYVR,CPR2,4
KMSP,KMKE,20
KPVB,WS20,1
KFWS,TX95,1
EDJA,LSZV,1
ESSA,LEMU,2
YMEN,YMMB,16
KSFO,KMCI,15
EPKT,LB35,1
KDEN,KPVD,2
"78MI",KRDU,9
LJLJ,EGSS,10
TS57,KFTW,1
KBUY,"00VA",1
KYIP,"73MU",1
EVRA,EGCN,3
CD14,OA16,1
EYVP,LOWW,3
LELH,EBCI,1
KVLL,MI39,1
KNSE,K0R1,1
UKBB,LEAL,1
KTYQ,KLOU,1
"7PS7",KORD,8
KTEB,KLEB,5
KBOS,KSDF,9
EBLG,EPKT,4
EDDW,EDNY,2
KCLE,KERI,4
LFPB,LSZH,7
KTIX,"21FA",1
AZ63,"0AZ1",1
KSGF,KIND,2
KMKE,KIAH,6
CYUL,EBMB,2
SEAS,KMCO,1
KOCF,"40FL",1
KBMG,KIND,2
KPUB,KBJC,3
SBSP,SBJD,4
YSNW,YSSY,1
"63PA","2PA6",2
EKBI,LPPD,1
VHHH,RJOA,3
KNPA,KECP,2
KONT,UT13,4
KLAF,VG07,1
KAXH,KDAL,1
LOWW,KIAD,7
KSFB,FA64,1
K1H3,KUUV,1
KGRR,KFTG,8
LJLJ,LETO,1
RKSS,RCTP,3
EDDS,LIPS,3
FAOR,OETH,1
KBCB,KIAD,2
KHPN,MD48,1
"5AZ7",KDVT,3
LGMK,LIMC,2
KFWQ,KIAD,1
KSAC,"9CL2",1
KDEN,KLNK,13
KPDX,KRFD,3
LGAV,EHEH,7
KSUU,KO88,1
KBED,"90VA",1
LFMZ,LFCR,1
GCRR,EIDW,10
KDAA,KW32,1
KMGW,KCKB,6
KSAT,KMMU,3
MI89,KMSP,1
KHXD,KFTW,1
KMSP,"46IA",5
KSBA,KPAO,1
VOMM,OMAA,12
KCNO,KTOA,4
CYCD,CYXX,1
KDTW,CNR6,2
KRDU,KHRJ,2
KAFW,KLAS,1
TA05,"58XS",1
EDDB,EHEH,1
YHBA,YCDR,2
KTTN,KTYS,1
KONP,KTTD,1
"9OI3",KZZV,1
KORL,"4GA6",2
KHXD,GA92,4
OMAA,EDDL,6
IN56,KBAK,2
KOKK,KTYQ,2
KGPM,KCRS,1
KGRR,MI13,1
LIBD,LIPE,8
"1GE7","67GA",1
LFPO,LEPA,8
EGNX,LEAL,6
KASG,K7M5,1
KNKX,KBUR,1
KFRG,KPHL,2
KRDU,KSGS,1
KADS,"4XS2",2
KORD,KALB,2
LEBL,ULLI,10
KPNS,FL54,1
K5R4,KNSE,5
KPDK,KCAE,3
KJFK,EDDT,7
KORD,"78MU",4
ESGG,EYPA,1
TN96,KSDF,1
KOAK,KCCR,3
"71MI",KSMF,2
KSRQ,KDCM,5
KSDF,KATW,1
KAWO,"61WA",1
EFJY,EFTP,1
LEAL,EKBI,4
KGMU,SC96,1
"3GE3",KGYH,1
CYRQ,KIND,1
OI06,KDTW,1
KUAO,KE16,2
KEWR,ZGSZ,1
KLGF,KIWA,3
EGJA,EGJB,6
KCLT,KGNV,1
KACY,"8NJ0",1
LEZL,EGSS,10
LOAU,LOLG,1
LIBD,LGSR,1
CYYZ,KORL,5
KSDL,KWHP,2
KAGC,KSNA,1
KCCR,KRIR,2
LCPH,LGNX,1
LOWW,EGPH,2
EGBB,LGRP,7
LGIR,EYVI,1
EGNH,EGNO,2
EGNS,EGJB,1
KPDX,WN41,1
KSGJ,KSRQ,1
"8MD0",KMTN,3
KLAX,RPLL,8
LKPR,UWWW,1
LIBD,LIED,2
KPAO,"34CN",1
YBAF,YNBR,1
WMSA,WIHH,1
KPIE,OA16,1
KATL,"2DE8",1
KMSP,KISM,1
KCOE,"20ID",1
KSDM,KHMT,3
NZNE,NZME,1
EDNX,EDNV,1
"0NJ5",JY24,1
KIWA,"06IA",1
