"estdepartureairport","estarrivalairport","flights"
KEXX,"6NC8",5
KSUS,KFES,3
KCKM,KRNV,2
KCHS,KLRO,4
KAKO,KGXY,2
"74IN",IN63,1
KSFO,KOAK,3
KMSP,"0IA8",1
KLBT,"64NC",1
EBMB,GMFO,6
YSBK,YWLX,6
"6XS7",KFTW,3
LPPT,KPHL,4
EDMO,LFMN,2
LTFM,LTFD,9
LDZA,LTFM,4
LBSB,EGKK,1
KPHN,KPHN,9
KVLL,KPHN,1
KCOI,FD74,4
"06IA",KBWI,1
TS01,KT74,3
RJBB,RPLC,3
CYYC,CPN8,5
KGAI,ME20,1
KSNA,"5CL1",4
KOJA,KGOK,2
KHHR,KSEE,3
KONX,"5PN5",1
FL73,KMLB,2
TE13,TE13,4
"8NC9",KBNL,1
KPHF,"10VA",1
VT45,VT48,2
SDSJ,SSTK,1
ESSA,LICZ,1
KUGN,ENGM,1
K55J,KLNA,1
LSZH,LEST,3
LSZH,LSZB,5
EDDL,LMML,5
VOMM,EGSS,1
KRNT,KYKM,3
KDZB,KAUS,1
CYYZ,KPIT,8
KPTK,"69MI",2
KOZA,XS61,1
KHST,KOPF,2
KBFI,KBIS,1
KWWD,KBCT,1
K0G7,KSOP,1
"90NY",KCXY,1
KCXY,"90NY",1
LRBS,EDTY,2
"40AR",K3DW,1
EVRA,EGNM,2
TS73,KRBD,1
KAVL,KEWR,15
LIML,EBLG,2
"6MO6",K8WC,1
LWSK,LIRA,3
KOLV,AL18,1
KFSD,KTEB,3
KJAX,EDDN,1
LFBZ,LSZH,2
LFBZ,EGSS,8
EGBB,LIPZ,4
"03OK","27OK",3
KJFK,CT14,1
KTEB,KCRQ,3
KNIP,KVQQ,2
KLRO,SC37,2
KASH,KLEB,2
KIND,"6II7",3
KWVI,KRHV,6
EDKA,EDRK,1
EGWU,EGHI,1
TX97,"2TX5",1
KAFW,"72OH",4
LEMD,LYBE,4
KRIC,NC03,3
KEWR,CYHM,1
KBNA,KFRG,3
CNL3,CYKF,1
CYKF,CYGK,1
TN70,KCLT,1
"06IA",KDFW,3
KBUY,"71NC",5
CYTZ,CYFD,2
EGFF,LGRP,2
ENGM,LBSF,3
KAPA,WY45,4
EHAM,LFPB,5
ETNW,EDAC,1
KDEN,K9X1,31
KSLC,K36U,2
KLNN,KLNN,4
"08FD",KSEF,1
EDDF,EBKT,1
EDDM,LGKO,11
KB19,KPSM,4
KITH,KPEO,2
LIPQ,LEBL,2
K42I,KOSU,1
KOZR,KPIE,1
EGDJ,EGHF,1
CYEG,EDDF,1
K79D,WV65,2
KRDM,OG51,7
K1N7,KLDJ,1
XS39,KMAF,5
"8TX7",KBTR,10
LFKB,LFRK,2
EGTK,EGBJ,2
KF70,KNFG,2
KAPA,CO93,3
"98TN","3TN4",1
CPN8,CYVR,2
LRCK,EGGW,2
K07F,XA23,1
KOGD,KU14,4
EDLM,EDLB,3
KETB,"1WN2",2
KIAH,"7TE7",4
"23TS","7TA5",1
EDDF,KCLT,7
KTPA,KLZU,3
LTFJ,EGCC,12
KPCW,"7OH3",1
KMTN,LICJ,1
VT23,KRME,2
EGCC,EGBB,2
KJFK,ESGG,1
SD99,KFAR,2
K33N,KANP,1
LGRP,LFBO,1
II30,K1H8,3
KTOL,KPCM,1
PAEN,"5AK6",1
EGDJ,EGDJ,7
KORH,"05IN",1
KFNT,KCFS,1
MN67,KFCM,2
"8NC9",KAVL,1
KDKK,"90NY",1
EDDH,LBSF,3
KDFW,LIRF,7
PN48,KXLL,1
"0TS2","88OK",1
KBFI,KRLD,3
KI67,KLEX,1
KBAK,II18,1
KPIE,"3VA8",1
KVNY,KSTS,5
KOKC,KOKC,15
KPDK,KCHA,8
K3R9,KAQO,2
KRIC,KJQF,2
EGBP,LSGL,1
EGTU,EGBW,1
LFMD,EBKT,5
AR09,SN67,1
KCTZ,KCHS,5
KHPN,"41NK",2
"1OH7",KCAK,2
EGMD,EGTC,1
MA52,KEEN,2
EGHA,EGUO,1
KSCH,"3NK5",1
KPVD,CYQB,1
KE26,KODO,2
"0GA4",K9A1,2
KSQL,KFUL,1
KDFW,TE99,3
EBBR,LWSK,1
K7N1,"6NY2",1
EDWQ,EDXR,2
KROA,KBNA,1
KDAL,TE85,3
MO18,MU84,1
KCHS,KTEB,4
KCLI,KGRB,2
"22OI",KCMH,1
"35OR",OR28,1
KTME,K5C1,3
EDGU,EDQH,1
KSDF,KBOI,12
LILG,OMAD,1
LKPR,LROP,6
KACY,"82FL",6
EDWF,EDAZ,1
"61WA",KBLI,3
KCIC,CL56,3
KATL,KSFB,1
KRIE,KANE,1
"71TA","32TE",1
KNGP,KCLL,3
EPWA,LQVI,4
CYYZ,KPTK,2
KRGK,KRGK,1
LIMB,LIDW,1
KSNC,K44N,4
KCRS,KF41,2
KPDK,KFTY,4
EGNH,EGBJ,2
KFBG,NC93,1
EHAM,EHTE,5
KPNS,"8TX7",1
KBKT,"15VA",1
KGDJ,TX15,1
KAXV,KIND,2
"1KS0","1KS4",1
KPWA,"22OK",2
KCWA,KPCZ,1
EGPH,LTBL,1
KOEO,KMZH,1
CYGK,NC63,1
KLEE,KJQF,1
PAMR,"9AK5",3
KIAH,"9XS0",3
"06MO",KCLT,7
KRAL,KMHR,1
KALB,"42VT",2
KFAR,KDAY,1
KTUS,KBFI,2
KY31,K3BS,1
KMDW,OK20,1
KDAL,KSRQ,4
NE40,KLNK,1
KTOL,"6OH7",2
KUMP,KSDF,1
KPWK,KCMI,5
LSZM,LROP,5
KNUQ,KSTS,1
KFTW,"86TE",2
KDAL,"24FL",3
"04TX",KRBD,1
KFTW,"7TX5",2
EGPH,LEIB,5
KAFW,KLAX,4
KLHZ,"8NC1",1
XA51,K60R,1
CYVR,PANC,7
LPPT,LTBL,2
KIAD,"82FL",4
EDJA,LSZR,1
LTFM,KDEN,2
TA19,TX64,1
KLOT,FD15,1
SILA,SSBT,1
KATW,KPDX,2
KLGA,K06C,4
KDAY,MI56,1
KAFJ,KJVY,1
K3G3,OH21,2
LIEA,EPKT,4
KDFW,K4G8,1
LFLL,LMML,2
KJFK,NK05,1
EGJJ,EGNS,1
KDFW,"03OK",1
ESSA,CYYZ,5
EGSS,EPSD,4
NZHN,NZGS,6
MMRX,MMMX,4
KFZY,"0NK1",1
KRBW,KW38,1
LFHV,LFEB,1
KHPN,CT85,1
KALB,KHPN,5
KMDW,"05IN",3
MDSD,KJFK,3
KMQY,KRDU,1
MY55,WS30,1
KU77,KS67,1
KDPA,KSGF,1
KSVH,K5J9,1
KPCW,"1IL1",1
"41ID","2ID6",1
KBKL,KBJJ,1
"40OI",KBKL,1
KSET,"30LL",1
EDDK,LLBG,2
KSBD,KHHR,3
KPBI,KORL,1
LEPA,LIPX,7
XS75,XS75,1
YMEN,YNHL,1
KCEW,KGKT,1
KTTA,"3VG9",1
LTBR,LTFM,1
USCG,URMM,1
KPIT,OH24,1
"43TN",KMBT,1
LBSF,LOWL,2
KSLR,TX68,1
KHOU,K5F0,1
LGKO,LGRP,4
OA07,KCAK,1
KZZV,K1G3,1
KRKP,KNWL,1
KRDM,KS21,6
KFRG,KEWR,10
LSZG,LSPL,1
GA44,"1TN3",1
"5NC3",KSOP,2
RJTL,RJTT,6
KWWD,"0NJ6",1
KODO,"71TA",1
KEWR,"42VT",1
LFTW,LFOI,1
"33CT",KOXC,4
KHIO,K4S2,3
KRYW,"32TE",1
"5CL1","0CA4",5
PASW,PANC,6
KSPG,FL35,1
"96FD",KOUN,1
LECU,LEZL,5
KBFI,KHQM,5
K8A1,"7TN3",1
KM54,"10TN",1
EHAM,LGSM,3
OH39,KPIT,1
NZAA,NZPI,1
KYIP,KRFD,1
KARB,"42MI",2
MA86,VT01,1
LSZB,LSGE,2
KRND,"8TE0",2
KOJC,KMKC,5
CSG3,CSE5,1
KEDJ,KSDF,5
KMPO,"8PA3",2
KRUQ,KTOC,1
KSEE,KSDL,1
KFLL,KSAV,3
UGSB,USSS,1
LROP,LEDS,3
"5II1","36II",1
KAFW,KPDX,4
KFTG,WY29,1
KLAS,KINS,5
KNCA,KNCA,1
TX43,KDFW,1
NC22,K5W8,1
KROC,KSGS,1
KFLL,KEYE,1
OR19,"00WN",1
"0NY1","7NY6",1
KHBI,K5J9,1
"7IS2",K3O9,1
KHFD,KGON,1
LIPU,LIPH,3
LFMN,EPRJ,1
LGMK,LFML,1
"20ID",ID44,2
KUGN,KSAT,1
CYEG,CYQT,1
"5MN0",KBJC,1
CYCK,KSRQ,1
"38OH","38OH",1
KBUR,KSAN,4
KPBI,KORD,2
KCSG,KCSG,1
LDDU,LFML,1
KGYR,"5AZ7",3
KRYY,KPXE,1
KAVP,PA76,3
KJWN,KK24,1
KCSG,"0GA4",1
AL27,KCTJ,1
KB19,"21NH",2
K33N,KGED,1
KPIT,PN49,1
BIKF,MMJC,2
KADS,AL32,1
"25SC",KGMU,5
LFPB,LKTB,1
KSGJ,"4NY8",1
KDKX,"85GA",1
KHFY,"2IN5",1
KMWC,KUES,3
KSPI,KK06,1
KPAE,KCHS,2
EDDF,EDMO,1
KSBA,OL03,1
KAMW,K3Y3,3
KDVT,KSEZ,2
KABQ,KE14,4
LFKE,LFIP,1
LIMC,RKSI,4
KWDR,"22GA",1
KGRI,KTEB,1
KLGA,KPWK,1
KBNA,K2G9,1
KTEB,KP52,1
"03MO",K3DW,1
"4MO4",KMEY,1
KMDW,CYEG,1
KBNA,"21TE",1
CA73,KO52,2
EGLS,EGDD,1
KSNA,KOXC,1
KPWA,OK22,2
KOKC,KFRI,1
KI34,IN14,1
LFCL,LFCG,1
KBWI,"48VA",1
FL95,"80FD",1
KCCB,"0CA9",1
KDAB,"16FD",2
KSUA,KSGJ,1
KSSI,KSOP,1
LTFM,HTDA,3
LGTS,EDDV,4
EDDV,LDPM,1
KMKC,"0MU7",1
KBNW,IA00,1
KGSO,KAVL,1
KPSC,KS98,1
KCGF,"5OH9",1
K1G5,K4I3,2
KCQX,KHYA,2
"0NJ6",KHPN,1
KPIA,"24CT",1
KLEX,KNEW,1
KFCI,VA19,2
LOWK,LGKN,1
EGPH,LGAV,5
KHVN,KHWV,1
KSGR,KT15,1
"1CA6","54CL",1
"50OR",KS39,1
CZBA,CNL8,3
"50TA",TS63,1
KBED,CYHU,1
YMND,YPMQ,2
K6G4,KVTA,1
KTTA,KCPC,2
KRMY,"9OI5",1
EG03,EGGD,3
KFFZ,KE60,4
MI35,MI56,1
KCEW,"93FD",2
"12II",KEYE,1
KPVD,KRDU,3
"7IS2",NE42,1
KERI,KARB,3
ENHA,ESKD,1
LFRT,LFCD,1
KLEW,ME60,1
KBVY,KLCI,4
KN14,"3NJ9",2
"74XS","74XS",1
LFSD,EGJJ,1
LPEV,LPCB,9
NZTE,NZTE,12
EDMA,EDNY,2
KCDW,K3N6,1
KWDG,KWDG,1
KF30,KF29,1
EDWJ,EDLI,1
KUES,WI00,1
KSQL,"9CL2",1
KOVE,K2O1,1
KAVQ,KCGZ,1
KDFW,MS09,1
AL81,KECP,1
LEMG,LFBZ,2
PTRO,RJAA,2
KHIO,OR86,1
"61VA",KDKX,1
K1G3,"0OI4",2
EHAM,LEZG,2
EBCI,LEVT,2
"85PN","88PA",1
VT25,KABE,1
KCEW,AL62,1
LBBG,LEMD,1
KPIT,EGLL,4
KTKI,TX12,1
ME03,K3B1,1
KRNT,WA09,2
"39PN",PN85,1
LILV,LILB,1
KGKY,TX74,2
KOJC,MU62,2
KVGT,KPAO,2
RPLL,RPLX,6
KSFB,FL63,1
KN14,DE04,1
LEAL,EPLL,2
IL38,KC73,2
KUUU,ME55,1
"80NC","9NC3",1
CNQ4,CYSN,1
KEUL,KPVU,1
KJNX,KTDF,2
KMQS,KOQN,3
"5MN0",KOLZ,1
K3W7,KBFI,2
KANB,KSBM,1
ESSB,LFMN,2
KFFC,"29GA",5
KAUS,KHEF,1
KPIA,KDPA,5
UGKO,LGTS,3
UGKO,LGAV,4
KHHR,"3FD6",1
KD74,"3MD5",1
K00V,"35CO",1
KMIA,"73MU",1
KSSI,KAUO,2
EGPD,EGTR,1
KMRJ,LL43,1
KSEA,KS98,2
KMGY,KBUF,1
KMMU,FD48,1
KN79,"9PA2",1
KOMA,K0J9,1
KSAN,MMTJ,7
"83TX","52TE",1
K5G6,KIAG,1
KIXD,SN72,1
KLEX,KMSP,2
TX03,KRBD,3
KCHS,KSSI,3
KRZL,"11IN",1
KFCM,KACQ,1
EBGB,EBOS,1
KSWF,K17N,1
"5II8",KHAO,2
"5TX2","3TS9",1
KIPJ,"48OH",1
"89LL",K50I,1
EDDB,LEDS,2
ELLX,EGTK,2
ETNN,EBBN,1
K36U,KBTF,2
KSTP,"9SD9",1
KHKS,K1A5,1
KEXX,KSVH,2
KDEN,KECP,1
"30XS",KFTW,1
KACY,KEWR,1
KOWD,KBST,2
EDXU,EDXU,8
NZFI,NZPM,3
"14MS",MS90,1
KMOD,KCPU,2
KFCI,KRIC,1
EPBC,LKPO,1
LIPQ,ELLX,1
KORL,KFTW,3
KCDW,KN81,1
JY04,KN57,1
"09FL",KSDF,1
KCRP,KGNC,1
KILG,KSUA,1
LPSC,LPEV,1
YLIL,YCAL,4
KHYA,KBNA,2
EGBO,EGLM,1
KPHF,VG42,1
KISP,VT20,1
KBLM,FA24,1
KBLM,KMQS,1
LFFD,LFRV,1
LFTZ,LEMD,1
KLOT,WI95,1
CGB2,CYBW,2
ENGM,LSZM,2
EDST,EDSP,1
KW03,KETC,1
"3XS0","43TS",1
"6MI3",K1H0,2
KXNA,KMSY,2
"5CL1",KMYF,2
K5S2,K6K5,1
KFFC,"03FA",1
LOWS,EHAM,3
LFKF,LIMC,1
LYBE,EDQC,1
KTTN,KSUS,1
KLZD,KHPN,1
MI76,KMBL,1
"4MI3",KYIP,1
KBVY,KCEF,1
KBFI,"1ID4",2
KORD,KBED,1
KBMI,"81LL",1
KDPA,KC77,1
EBKT,LIQL,1
KBJJ,KPOV,1
NZWK,NZHS,1
MN08,KFSD,1
KFRM,KFCM,1
"39TE","39TE",1
KOSH,KCAK,1
ESMK,EDDL,1
KACK,KLEW,1
PA08,PA08,1
LKKU,LSZG,1
KCAK,"9NR8",1
KSAC,KVNY,2
"7FL3","23FD",1
KGOK,KF22,3
KADS,"3OK8",1
LFJL,LFBO,5
KBOS,KSLE,1
EGCB,EGBM,1
KACK,KFOK,2
KGNV,KBHC,1
K0I8,KLOU,1
CYHM,CCW4,1
KBDL,KPCM,3
EDLW,EDTY,1
KCRQ,KBOI,1
LIRA,LOWG,1
"2AR5",KAPA,1
KBWI,"79FD",2
KPHL,ME55,1
K2O1,"81CA",1
KFRG,KPVC,2
"9II3","3PN9",1
EDXR,EDAV,1
LFQQ,LFQJ,3
YGAW,YGAW,2
KABI,K52F,1
AR35,KH35,1
"14PS",DE12,1
KCLT,"6FL3",2
"8TX7","14MS",2
EGTP,EGSR,1
KIKG,"8TS0",1
LIMC,EKBI,1
EVRA,LYBE,2
"8NC9",KLZU,1
KSMQ,K3N6,1
KSMO,KGEU,1
KMIA,MMTO,1
KLAS,KIKV,1
KMIC,KMZH,5
"3TX4","53TS",1
"8PA8",KMQS,1
KPDK,K2W6,1
ETOU,LDZL,1
"7TX7",KADS,2
KCNW,"5PA3",1
"7II0","07IN",2
EGLF,KTEB,1
TS44,KTME,1
KGYY,KMGC,1
LFLS,LFMN,1
YTYA,YMEN,2
KO70,KWVI,2
EDDR,LFBH,1
KSKF,K88R,1
KABQ,KRIR,3
EDWJ,EDLT,1
KLEW,"9IL7",1
"4II2",KGRB,3
CPF3,CYRO,1
EGKB,EKRK,3
KJVY,IN84,1
KCHA,"4GA0",1
PANC,PAFA,47
KEIK,KGXY,5
KEWR,KALB,14
KGEG,"35OR",1
KDEN,KPHX,175
KEXX,KEXX,32
KPBI,KPWK,1
KIND,KBOS,48
KATL,KDCA,132
KHPN,KCLT,35
KCHK,KCHK,16
KCLT,KRDU,67
KLBB,NM83,12
KCLE,KCLT,39
FL95,SC65,1
KCGF,KISP,1
KAUS,KPHX,66
LIRF,LIPE,30
LFMA,LFTW,2
"14MI",KORD,41
KMDW,KSTL,43
EGMA,EGKL,1
LIRF,EHAM,48
EIDW,EGKK,63
KLGA,KATL,164
KCLT,KECP,2
CJA3,CJA3,4
K3Y3,KRAP,1
KCLT,KLGA,119
KGAO,"82LA",3
KTEB,KLEE,1
LFMN,LFKP,1
EGNT,EGLL,28
EGHI,EGAA,6
YPMQ,YSBK,8
KPBI,KPIT,3
KDEN,KDAL,61
KHOU,KBNA,31
KAGS,KATL,27
KC77,IL36,7
KATW,KMSN,3
KP08,KGYR,6
K1A0,K1A3,1
KCPS,KCPS,102
LIRQ,LKPR,1
RKSI,RPLL,45
XS09,K00R,4
KPWA,K2O8,12
K2O8,"0OK6",1
KFAR,KDEN,25
KBOS,KDTW,62
KSBA,KLAX,14
EPKK,LLTN,1
KRDU,KORD,65
CYYZ,EIDW,25
KCMH,"8OA7",1
KHIO,OR28,30
LEPA,EBBR,16
KSLC,KEUG,14
RJBB,PANC,12
EHAM,EIDW,95
LSZH,LFPG,55
KLAX,KPDK,1
KSHV,KDLL,1
EDDF,LWSK,9
EDDM,LTAI,18
KPDX,KJFK,22
KDFW,KX54,3
EGCB,EGBO,2
LTAI,EDLR,13
URMM,OMDB,6
KPXE,KPXE,21
KSFB,KATW,2
KBOS,PHNL,4
"3IN7","25IN",1
K10C,K10C,33
KMAF,KDFW,32
KDFW,KMSP,64
KLNC,KTKI,2
EHOW,EHGG,1
LTFM,LTXE,33
EDDC,LTAI,6
EGLL,LLBG,6
KORD,CYUL,52
MN04,KFCM,4
WI78,"51WI",1
EDDL,LFBD,2
LELL,LEIG,30
KAZO,KSJC,2
KJAX,KIAD,21
EPWR,EGNX,4
KORL,KSUS,3
PS87,KFWQ,10
K52F,KXNA,1
LGKO,EGKK,19
EGLL,LGMK,7
LSZH,EDDM,39
KFSD,KPIE,1
KLOU,KDVK,1
KCHD,KAVQ,2
KLEB,SC58,1
KEKM,KMGJ,1
CYCW,CYPK,3
EGBJ,EGFF,3
KX35,"08FD",1
KDEN,KABQ,55
KRDD,CA18,2
"7LA0",KBTR,2
KSEE,KAPA,1
CYUL,CYYC,46
LTBK,LTCG,1
EGCC,WSSS,5
KCMH,KBWI,25
KATL,KCMH,67
LEAL,LEMD,35
LZIB,EDDP,8
LSZM,LEPA,30
EHRD,LEMG,14
KRFD,KDEN,5
KCLM,KVUO,2
KRDU,"14FD",1
KVRB,FD39,1
KLCI,KLCI,53
CYVR,KDEN,42
KOMA,KHDN,2
KJQF,KEQY,10
KHFY,KBAK,2
EPGL,EPGL,8
PHNG,PHNG,24
KMLD,KLGU,15
"2NC0",KLAF,1
KTEB,KRDG,6
KGVL,KPDK,9
"18MO","18MO",6
EGHH,LIPZ,2
LHBP,OMDB,11
KISP,KBDL,3
KSTP,KLYV,5
"21XS",KLAS,15
LA87,LS89,1
KRZT,OH66,1
KIND,"58II",1
KSDC,KSDC,21
KONT,KABQ,4
KMAN,KS67,31
KLEX,KI39,3
KHOU,KMDW,40
KSEA,"05IN",7
KSMX,KBUR,6
EGHH,LFRS,2
KAFW,KFRG,2
KGRR,KCAD,8
KSMO,KCMA,24
KHKY,KHKY,28
DAAG,LFPG,8
YWLM,YBCG,8
KSUS,K63M,2
KDFW,KPHL,54
LPMA,LFPG,2
RPLC,RCTP,21
KMIA,TBPB,19
KADS,KRVS,2
KONT,KCRQ,1
KJFK,KLEX,3
KDVT,KCMA,1
KADS,KDWH,3
KBNA,KLAX,42
EDSB,LEAP,9
EKAH,EGSS,5
KPIT,KRDU,20
KORL,KJWN,2
YSSY,CYVR,10
YPAD,YSYN,3
KMHT,KSDF,12
KPIL,"7TS2",1
KPDK,KBUY,2
KEWR,LSGG,7
KORF,"6TN7",1
KSMF,"28WA",1
LIRF,LROP,21
KFCI,KJFK,1
EDEL,EDDV,1
EDKB,EDKB,93
KNID,KNTD,11
EGBB,LCPH,9
CZBA,CYQS,2
KTZR,KSDF,1
"0NJ6","0NJ6",7
KSYR,KPTD,4
KMMK,KMVY,2
EDDB,EGWU,2
KBWI,KTHV,1
LFLB,LFLB,14
KRMN,KBCT,1
KMBT,"8TN6",12
PAMR,PABV,19
ESMK,ESSB,3
WI79,"4WN2",1
KCEU,"12XA",2
VTBS,EDDF,20
KEWR,PHNL,2
KPTS,SN41,1
KSDF,"2KY5",3
"00PN","39PN",1
"8TN6",KDKX,2
KAPA,KBCT,1
KBLI,WN18,3
EDDM,LIPE,26
BIKF,ESSA,13
KOAJ,KATL,16
EBAW,EBBT,3
KAUS,KTYS,4
KATL,"3MO6",2
KCLM,CYBL,1
FAYP,FACT,3
LIRU,LIRL,5
"78WA",KCLM,1
KATL,"03KY",10
KSLN,KMSN,4
KDFW,KGEG,14
"3II9",KMSP,1
TE85,"89TA",5
KMIA,KSDF,36
KALI,"08XA",1
EPKK,EDDM,21
KFLL,KIAG,1
"26FD",KPSM,1
KJFK,LIAT,1
EGWU,LSZB,1
KWHP,KRNM,1
K3M3,"8TN6",1
KBWI,KFOK,2
SN59,SN52,1
EKCH,EKSB,26
KBNW,KIKV,2
KOPF,KSRQ,6
"00AZ",KP19,1
K06C,KLOT,2
KHPN,KPWM,7
KSCH,K5B2,1
LEPA,EGSH,3
EPKT,EDDB,2
KLCI,KHIE,2
EGQK,EGGP,1
KATL,KM59,1
LSGL,LSMD,1
KFIT,KSNC,1
KLUK,KMKC,1
KPTK,KMOR,1
KFLL,KLAS,22
KTOA,KF70,4
KMSP,"0MN1",1
K4G6,KIAG,1
"37CA",KOKB,1
KEYQ,KT41,1
KMLB,KMLB,503
KSFO,KBOI,31
KBWI,KATL,126
KCEV,KBAK,2
NZWL,NZCH,7
"8IA2",II18,1
K3CK,KPWK,19
"02MI","5MI3",1
LELL,LEGE,13
EKCH,EPGD,38
KDFW,CYVR,16
EGTK,LSGG,3
"36NC",KROC,1
KMSL,KMDQ,2
K3CK,KUGN,3
XS80,"17TE",1
NZGS,NZGS,29
EIDW,EGCC,83
KLAX,KSFO,271
EDDS,LYBE,7
EPWR,LPPR,2
PANC,KORD,187
RKSI,PANC,45
KBCT,KPIE,3
KPHL,KLAX,51
KTPA,"1LA1",2
KTPF,KTPF,76
KDCA,KSDF,21
KABE,KMMU,4
SC24,KCEU,2
KCVG,KFLL,13
KBNA,KPWK,5
KCPR,KCPR,54
KORD,KMIA,74
CYEG,CYVR,60
OMDW,EHAM,7
KORD,"8II3",2
NZNR,NZWO,4
LFPG,KSFO,17
KLGA,KOMA,29
KBAK,KCLT,1
KMLE,KMLE,82
EDDF,LIMC,24
EDDC,EDDF,26
"6XS9",KSSF,29
EGLL,KJFK,149
"01FL",KORL,2
KDVO,KDVO,23
"3SC2","0GA0",1
CYOW,CYQB,13
KJAN,"4LA9",1
KDEN,"37CN",1
LIBP,LEMG,1
KXNA,KMSP,9
EKCH,EKYT,96
LMML,LFLL,5
KHYA,KPHL,2
LOWW,LEBL,43
EGCC,ESGG,5
KHST,FL29,1
"58II",KHFY,1
KLAX,KDWH,54
KHYI,GA35,1
KOMA,KHND,1
EPWA,EPKK,48
KJAN,"7TN3",1
KSDL,"19AZ",15
"6IL2",K3CK,8
KPHL,KIAH,3
KTPA,KMIA,51
EDDH,LIMC,6
LEMG,EDDL,18
LSZH,KJFK,21
K47N,KMJX,6
KDCA,KSAV,10
YSSY,RPLL,18
LROP,ESKX,1
EIDW,EGPG,9
KPDK,KJQF,5
KYIP,KRMY,1
KMSP,"5TX6",2
KBWI,"35MI",1
YSBK,YBMC,2
KCHD,KCGZ,9
"12XA",KF82,2
LTAI,EDDS,23
VTBS,YSSY,22
KCRQ,KLGB,27
KSJC,"7MI3",1
KVAY,KVAY,47
KTPA,KPVD,7
KPBI,KISP,6
FAOR,ZGSZ,3
KDTO,"1TX9",2
KIAD,EDDF,27
CYYZ,KSUS,1
"4TX8","80XS",1
KO61,KSJC,2
KIOW,"0IA4",1
LPPT,EPPO,2
MN99,MN99,7
"02GE",KRYY,2
K3A4,"64NC",1
RKSI,KIAD,3
K2W6,K2W6,81
KAVP,KORD,13
KY14,MN47,1
NZWN,NZGS,15
YSBK,YMEN,6
SC78,KGMU,3
KCEY,"28KY",3
EDDL,LTAI,33
KDSM,KLAS,14
K21D,MY55,1
"5AL8",KTOI,1
KCOE,KGEG,2
KSTL,KPHX,41
RJAA,CYYZ,7
KBED,KMTN,2
TX24,TA57,1
EDDK,LOWW,40
"3WI0",KBUU,1
KHEF,KBWI,8
"3IN7",KIND,4
KFDR,KFDR,2
KAVL,KAVL,19
KHHR,KSAN,2
KCMA,KSFO,2
KPIT,KBWI,21
K6I2,"1KY7",1
EGYO,EGYD,1
KFBL,"85MN",1
"4TX8","8TE7",1
KAID,KC15,1
CYGK,CYSH,2
LIME,LIPE,5
KATW,KATW,81
"57IS",KSIV,1
FAFK,FACT,3
LYBE,LYTV,37
FL31,KHWO,2
KCHS,KCLT,60
CYHM,KCVG,12
KPOV,OI41,1
KGSP,KCGF,1
RJBE,RJGG,2
KPIT,PN59,2
SBMT,SDMV,3
KPDX,KSAC,1
EGNT,EGAA,21
KLZU,SC51,2
KSJT,XA51,1
LTFM,ENGM,18
LTFM,LROP,30
YRTI,YSEN,2
KSHV,KHOU,3
"9PA2","5PA3",1
"56WI",KMKE,9
"7TA0",KCOS,1
KLAW,K92F,4
KRME,KSLK,2
KCGE,"7MD8",4
LBWV,LICC,1
EGLL,SBMT,10
LFLL,EBBR,2
LSGG,LYBE,4
OKBK,LCEN,1
KDCA,"89IN",3
KPNE,KMMU,1
PA68,PA68,16
KFLL,KHND,1
KLAX,KPMD,12
KL70,KLAX,4
SAEZ,LIRF,13
LKPR,EDDK,8
XS74,XS79,1
FACT,EGLL,7
KFCM,KD42,1
KSGJ,KFXE,3
KMCI,KMIA,6
KLRO,KLRO,10
KNRS,KNZY,16
CFQ7,CYWG,15
KOAK,KFCH,2
"1PA5",PN02,1
LEBL,EGPH,14
KBOS,LEMD,7
EDDK,LGTS,7
MMMX,SAEZ,11
XS18,K60R,2
KPTK,K3RC,3
LFHJ,EBCI,1
"3IS5","3IS3",1
EGPF,EGKK,39
CYYZ,KSFO,49
EGLK,EGHO,3
OM11,LFMN,1
KFRG,KMMU,2
KFFC,"9GA0",2
KRYY,KTYS,6
K47A,KIND,2
EDDS,EDSE,6
KAQO,KGTU,12
K1G3,"5II8",1
KLUK,K1G3,1
EDDK,LEVT,6
LEZL,LRBS,3
PAFA,KVUO,1
KVUJ,KEXX,3
KDHN,"6FL2",1
KCMI,KFKA,1
KADS,TX37,1
KPVU,KSUS,1
"88PA",KEWR,2
CYYC,KPHX,20
CTN7,CTN7,2
KPTD,KPEO,1
KSDF,CYHM,5
KCQX,CT29,2
KAVP,VT48,1
"48FL",KDTS,1
RJFF,RPLL,13
KCOS,KAFF,3
LYBE,LQJL,1
LPPR,LMML,3
KDVT,AZ64,4
KPHL,NC03,10
LGMT,LGTS,13
LSZM,LFRS,3
KBDR,KHYA,3
EGPK,EGVN,2
KBNA,K8M1,1
K1V6,KAPA,2
RPLL,RPUX,3
"13TE",XA32,1
KTEB,"72OH",1
EGPH,EGGP,4
EKCH,LSZM,9
KTPA,KHSV,6
KORD,OK37,11
KMLB,"4FL3",19
KGOO,"9CL2",2
LFPG,LMML,11
"82FL",KMGM,1
KIND,KAUS,6
EGNT,LEMG,12
KDFW,"3II1",2
CYVR,KMDW,2
KTEB,KMVY,21
KPHX,K9X1,15
LRBS,LJLJ,1
CES2,CES2,31
LFOB,LEPA,4
KCDW,KN37,5
KLOU,IN26,1
K8C4,KC77,1
ELLX,RCTP,2
LGKO,LGRD,1
ESSB,ESMX,9
KSTS,KAUN,2
